,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
155012,Lane County,OR,Benton County,WA,54,1449,1449000,1617,2016,2017,outflow,Lane County-Benton County-WA-1617,"Benton County, WA"
155013,Lane County,OR,Shasta County,CA,44,856,856000,1617,2016,2017,outflow,Lane County-Shasta County-CA-1617,"Shasta County, CA"
155014,Lane County,OR,Canyon County,ID,41,1012,1012000,1617,2016,2017,outflow,Lane County-Canyon County-ID-1617,"Canyon County, ID"
155015,Lane County,OR,Tillamook County,OR,37,1081,1081000,1617,2016,2017,outflow,Lane County-Tillamook County-OR-1617,"Tillamook County, OR"
155016,Lane County,OR,Dane County,WI,39,1089,1089000,1617,2016,2017,outflow,Lane County-Dane County-WI-1617,"Dane County, WI"
155017,Lane County,OR,Mohave County,AZ,46,921,921000,1617,2016,2017,outflow,Lane County-Mohave County-AZ-1617,"Mohave County, AZ"
155018,Lane County,OR,Humboldt County,CA,34,803,803000,1617,2016,2017,outflow,Lane County-Humboldt County-CA-1617,"Humboldt County, CA"
155019,Lane County,OR,Placer County,CA,34,1131,1131000,1617,2016,2017,outflow,Lane County-Placer County-CA-1617,"Placer County, CA"
155020,Lane County,OR,Columbia County,OR,37,912,912000,1617,2016,2017,outflow,Lane County-Columbia County-OR-1617,"Columbia County, OR"
155021,Lane County,OR,Tarrant County,TX,38,1023,1023000,1617,2016,2017,outflow,Lane County-Tarrant County-TX-1617,"Tarrant County, TX"
155022,Lane County,OR,Yavapai County,AZ,34,938,938000,1617,2016,2017,outflow,Lane County-Yavapai County-AZ-1617,"Yavapai County, AZ"
155023,Lane County,OR,Fresno County,CA,36,1248,1248000,1617,2016,2017,outflow,Lane County-Fresno County-CA-1617,"Fresno County, CA"
155024,Lane County,OR,Sonoma County,CA,41,968,968000,1617,2016,2017,outflow,Lane County-Sonoma County-CA-1617,"Sonoma County, CA"
155025,Lane County,OR,Missoula County,MT,38,797,797000,1617,2016,2017,outflow,Lane County-Missoula County-MT-1617,"Missoula County, MT"
155026,Lane County,OR,Kitsap County,WA,42,1393,1393000,1617,2016,2017,outflow,Lane County-Kitsap County-WA-1617,"Kitsap County, WA"
155027,Lane County,OR,Butte County,CA,31,625,625000,1617,2016,2017,outflow,Lane County-Butte County-CA-1617,"Butte County, CA"
155028,Lane County,OR,San Luis Obispo County,CA,30,956,956000,1617,2016,2017,outflow,Lane County-San Luis Obispo County-CA-1617,"San Luis Obispo County, CA"
155029,Lane County,OR,San Mateo County,CA,22,1185,1185000,1617,2016,2017,outflow,Lane County-San Mateo County-CA-1617,"San Mateo County, CA"
155030,Lane County,OR,Boulder County,CO,27,864,864000,1617,2016,2017,outflow,Lane County-Boulder County-CO-1617,"Boulder County, CO"
155031,Lane County,OR,El Paso County,CO,48,847,847000,1617,2016,2017,outflow,Lane County-El Paso County-CO-1617,"El Paso County, CO"
155032,Lane County,OR,District of Columbia,DC,26,994,994000,1617,2016,2017,outflow,Lane County-District of Columbia-DC-1617,"District of Columbia, DC"
155033,Lane County,OR,Kootenai County,ID,37,804,804000,1617,2016,2017,outflow,Lane County-Kootenai County-ID-1617,"Kootenai County, ID"
155034,Lane County,OR,Bexar County,TX,40,883,883000,1617,2016,2017,outflow,Lane County-Bexar County-TX-1617,"Bexar County, TX"
155042,Lincoln County,OR,Lincoln County Total Migration-US and Foreign,OR,3334,88208,88208000,1617,2016,2017,outflow,Lincoln County total migration-1617,"Lincoln County Total Migration-US and Foreign, OR"
155048,Lincoln County,OR,Lane County,OR,208,4790,4790000,1617,2016,2017,outflow,Lincoln County-Lane County-OR-1617,"Lane County, OR"
155049,Lincoln County,OR,Benton County,OR,187,5247,5247000,1617,2016,2017,outflow,Lincoln County-Benton County-OR-1617,"Benton County, OR"
155050,Lincoln County,OR,Marion County,OR,198,4906,4906000,1617,2016,2017,outflow,Lincoln County-Marion County-OR-1617,"Marion County, OR"
155051,Lincoln County,OR,Multnomah County,OR,133,4354,4354000,1617,2016,2017,outflow,Lincoln County-Multnomah County-OR-1617,"Multnomah County, OR"
155052,Lincoln County,OR,Linn County,OR,181,3640,3640000,1617,2016,2017,outflow,Lincoln County-Linn County-OR-1617,"Linn County, OR"
155053,Lincoln County,OR,Washington County,OR,110,3095,3095000,1617,2016,2017,outflow,Lincoln County-Washington County-OR-1617,"Washington County, OR"
155054,Lincoln County,OR,Deschutes County,OR,127,4396,4396000,1617,2016,2017,outflow,Lincoln County-Deschutes County-OR-1617,"Deschutes County, OR"
155055,Lincoln County,OR,Clackamas County,OR,92,3903,3903000,1617,2016,2017,outflow,Lincoln County-Clackamas County-OR-1617,"Clackamas County, OR"
155056,Lincoln County,OR,Polk County,OR,101,2418,2418000,1617,2016,2017,outflow,Lincoln County-Polk County-OR-1617,"Polk County, OR"
155057,Lincoln County,OR,Clark County,WA,82,3019,3019000,1617,2016,2017,outflow,Lincoln County-Clark County-WA-1617,"Clark County, WA"
155058,Lincoln County,OR,Yamhill County,OR,80,1349,1349000,1617,2016,2017,outflow,Lincoln County-Yamhill County-OR-1617,"Yamhill County, OR"
155059,Lincoln County,OR,Maricopa County,AZ,71,2054,2054000,1617,2016,2017,outflow,Lincoln County-Maricopa County-AZ-1617,"Maricopa County, AZ"
155060,Lincoln County,OR,Douglas County,OR,57,1278,1278000,1617,2016,2017,outflow,Lincoln County-Douglas County-OR-1617,"Douglas County, OR"
155061,Lincoln County,OR,Tillamook County,OR,47,1055,1055000,1617,2016,2017,outflow,Lincoln County-Tillamook County-OR-1617,"Tillamook County, OR"
155062,Lincoln County,OR,Jackson County,OR,49,1194,1194000,1617,2016,2017,outflow,Lincoln County-Jackson County-OR-1617,"Jackson County, OR"
155063,Lincoln County,OR,Clark County,NV,34,557,557000,1617,2016,2017,outflow,Lincoln County-Clark County-NV-1617,"Clark County, NV"
155064,Lincoln County,OR,Coos County,OR,40,205,205000,1617,2016,2017,outflow,Lincoln County-Coos County-OR-1617,"Coos County, OR"
155072,Linn County,OR,Linn County Total Migration-US and Foreign,OR,7606,175511,175511000,1617,2016,2017,outflow,Linn County total migration-1617,"Linn County Total Migration-US and Foreign, OR"
155078,Linn County,OR,Marion County,OR,1277,31355,31355000,1617,2016,2017,outflow,Linn County-Marion County-OR-1617,"Marion County, OR"
155079,Linn County,OR,Benton County,OR,1290,31987,31987000,1617,2016,2017,outflow,Linn County-Benton County-OR-1617,"Benton County, OR"
155080,Linn County,OR,Lane County,OR,792,16498,16498000,1617,2016,2017,outflow,Linn County-Lane County-OR-1617,"Lane County, OR"
155081,Linn County,OR,Polk County,OR,265,6540,6540000,1617,2016,2017,outflow,Linn County-Polk County-OR-1617,"Polk County, OR"
155082,Linn County,OR,Deschutes County,OR,257,7044,7044000,1617,2016,2017,outflow,Linn County-Deschutes County-OR-1617,"Deschutes County, OR"
155083,Linn County,OR,Washington County,OR,201,5644,5644000,1617,2016,2017,outflow,Linn County-Washington County-OR-1617,"Washington County, OR"
155084,Linn County,OR,Multnomah County,OR,158,4243,4243000,1617,2016,2017,outflow,Linn County-Multnomah County-OR-1617,"Multnomah County, OR"
155085,Linn County,OR,Clackamas County,OR,173,5656,5656000,1617,2016,2017,outflow,Linn County-Clackamas County-OR-1617,"Clackamas County, OR"
155086,Linn County,OR,Lincoln County,OR,141,2763,2763000,1617,2016,2017,outflow,Linn County-Lincoln County-OR-1617,"Lincoln County, OR"
155087,Linn County,OR,Douglas County,OR,104,1913,1913000,1617,2016,2017,outflow,Linn County-Douglas County-OR-1617,"Douglas County, OR"
155088,Linn County,OR,Jackson County,OR,91,1345,1345000,1617,2016,2017,outflow,Linn County-Jackson County-OR-1617,"Jackson County, OR"
155089,Linn County,OR,Clark County,WA,94,2006,2006000,1617,2016,2017,outflow,Linn County-Clark County-WA-1617,"Clark County, WA"
155090,Linn County,OR,Yamhill County,OR,66,1725,1725000,1617,2016,2017,outflow,Linn County-Yamhill County-OR-1617,"Yamhill County, OR"
155091,Linn County,OR,Coos County,OR,83,1607,1607000,1617,2016,2017,outflow,Linn County-Coos County-OR-1617,"Coos County, OR"
155092,Linn County,OR,Maricopa County,AZ,72,1091,1091000,1617,2016,2017,outflow,Linn County-Maricopa County-AZ-1617,"Maricopa County, AZ"
155093,Linn County,OR,Klamath County,OR,69,1595,1595000,1617,2016,2017,outflow,Linn County-Klamath County-OR-1617,"Klamath County, OR"
155094,Linn County,OR,King County,WA,57,1227,1227000,1617,2016,2017,outflow,Linn County-King County-WA-1617,"King County, WA"
155095,Linn County,OR,Clatsop County,OR,49,1026,1026000,1617,2016,2017,outflow,Linn County-Clatsop County-OR-1617,"Clatsop County, OR"
155096,Linn County,OR,Crook County,OR,46,1229,1229000,1617,2016,2017,outflow,Linn County-Crook County-OR-1617,"Crook County, OR"
155097,Linn County,OR,Jefferson County,OR,71,1081,1081000,1617,2016,2017,outflow,Linn County-Jefferson County-OR-1617,"Jefferson County, OR"
155098,Linn County,OR,Pierce County,WA,34,947,947000,1617,2016,2017,outflow,Linn County-Pierce County-WA-1617,"Pierce County, WA"
155099,Linn County,OR,Los Angeles County,CA,27,568,568000,1617,2016,2017,outflow,Linn County-Los Angeles County-CA-1617,"Los Angeles County, CA"
155100,Linn County,OR,Clark County,NV,46,1100,1100000,1617,2016,2017,outflow,Linn County-Clark County-NV-1617,"Clark County, NV"
155101,Linn County,OR,Umatilla County,OR,39,999,999000,1617,2016,2017,outflow,Linn County-Umatilla County-OR-1617,"Umatilla County, OR"
155109,Malheur County,OR,Malheur County Total Migration-US and Foreign,OR,1729,39330,39330000,1617,2016,2017,outflow,Malheur County total migration-1617,"Malheur County Total Migration-US and Foreign, OR"
155115,Malheur County,OR,Payette County,ID,320,5705,5705000,1617,2016,2017,outflow,Malheur County-Payette County-ID-1617,"Payette County, ID"
155116,Malheur County,OR,Canyon County,ID,218,4991,4991000,1617,2016,2017,outflow,Malheur County-Canyon County-ID-1617,"Canyon County, ID"
155117,Malheur County,OR,Ada County,ID,150,8036,8036000,1617,2016,2017,outflow,Malheur County-Ada County-ID-1617,"Ada County, ID"
155118,Malheur County,OR,Washington County,ID,60,1477,1477000,1617,2016,2017,outflow,Malheur County-Washington County-ID-1617,"Washington County, ID"
155119,Malheur County,OR,Marion County,OR,37,775,775000,1617,2016,2017,outflow,Malheur County-Marion County-OR-1617,"Marion County, OR"
155120,Malheur County,OR,Baker County,OR,52,961,961000,1617,2016,2017,outflow,Malheur County-Baker County-OR-1617,"Baker County, OR"
155128,Marion County,OR,Marion County Total Migration-US and Foreign,OR,18049,502946,502946000,1617,2016,2017,outflow,Marion County total migration-1617,"Marion County Total Migration-US and Foreign, OR"
155134,Marion County,OR,Polk County,OR,3271,78321,78321000,1617,2016,2017,outflow,Marion County-Polk County-OR-1617,"Polk County, OR"
155135,Marion County,OR,Clackamas County,OR,1531,44951,44951000,1617,2016,2017,outflow,Marion County-Clackamas County-OR-1617,"Clackamas County, OR"
155136,Marion County,OR,Linn County,OR,1666,39223,39223000,1617,2016,2017,outflow,Marion County-Linn County-OR-1617,"Linn County, OR"
155137,Marion County,OR,Multnomah County,OR,966,29973,29973000,1617,2016,2017,outflow,Marion County-Multnomah County-OR-1617,"Multnomah County, OR"
155138,Marion County,OR,Washington County,OR,1027,29767,29767000,1617,2016,2017,outflow,Marion County-Washington County-OR-1617,"Washington County, OR"
155139,Marion County,OR,Lane County,OR,580,15522,15522000,1617,2016,2017,outflow,Marion County-Lane County-OR-1617,"Lane County, OR"
155140,Marion County,OR,Deschutes County,OR,503,18288,18288000,1617,2016,2017,outflow,Marion County-Deschutes County-OR-1617,"Deschutes County, OR"
155141,Marion County,OR,Yamhill County,OR,500,10042,10042000,1617,2016,2017,outflow,Marion County-Yamhill County-OR-1617,"Yamhill County, OR"
155142,Marion County,OR,Clark County,WA,489,11570,11570000,1617,2016,2017,outflow,Marion County-Clark County-WA-1617,"Clark County, WA"
155143,Marion County,OR,Benton County,OR,335,8475,8475000,1617,2016,2017,outflow,Marion County-Benton County-OR-1617,"Benton County, OR"
155144,Marion County,OR,Maricopa County,AZ,296,7856,7856000,1617,2016,2017,outflow,Marion County-Maricopa County-AZ-1617,"Maricopa County, AZ"
155145,Marion County,OR,Lincoln County,OR,256,7738,7738000,1617,2016,2017,outflow,Marion County-Lincoln County-OR-1617,"Lincoln County, OR"
155146,Marion County,OR,King County,WA,187,5085,5085000,1617,2016,2017,outflow,Marion County-King County-WA-1617,"King County, WA"
155147,Marion County,OR,Clark County,NV,138,5967,5967000,1617,2016,2017,outflow,Marion County-Clark County-NV-1617,"Clark County, NV"
155148,Marion County,OR,Los Angeles County,CA,104,2777,2777000,1617,2016,2017,outflow,Marion County-Los Angeles County-CA-1617,"Los Angeles County, CA"
155149,Marion County,OR,Douglas County,OR,132,3076,3076000,1617,2016,2017,outflow,Marion County-Douglas County-OR-1617,"Douglas County, OR"
155150,Marion County,OR,Pierce County,WA,112,3396,3396000,1617,2016,2017,outflow,Marion County-Pierce County-WA-1617,"Pierce County, WA"
155151,Marion County,OR,Jackson County,OR,106,3148,3148000,1617,2016,2017,outflow,Marion County-Jackson County-OR-1617,"Jackson County, OR"
155152,Marion County,OR,San Diego County,CA,125,3152,3152000,1617,2016,2017,outflow,Marion County-San Diego County-CA-1617,"San Diego County, CA"
155153,Marion County,OR,Umatilla County,OR,108,2329,2329000,1617,2016,2017,outflow,Marion County-Umatilla County-OR-1617,"Umatilla County, OR"
155154,Marion County,OR,Ada County,ID,114,3356,3356000,1617,2016,2017,outflow,Marion County-Ada County-ID-1617,"Ada County, ID"
155155,Marion County,OR,Thurston County,WA,80,2456,2456000,1617,2016,2017,outflow,Marion County-Thurston County-WA-1617,"Thurston County, WA"
155156,Marion County,OR,Snohomish County,WA,88,2004,2004000,1617,2016,2017,outflow,Marion County-Snohomish County-WA-1617,"Snohomish County, WA"
155157,Marion County,OR,Spokane County,WA,84,2030,2030000,1617,2016,2017,outflow,Marion County-Spokane County-WA-1617,"Spokane County, WA"
155158,Marion County,OR,Crook County,OR,96,2416,2416000,1617,2016,2017,outflow,Marion County-Crook County-OR-1617,"Crook County, OR"
155159,Marion County,OR,Klamath County,OR,81,2123,2123000,1617,2016,2017,outflow,Marion County-Klamath County-OR-1617,"Klamath County, OR"
155160,Marion County,OR,Tillamook County,OR,70,2236,2236000,1617,2016,2017,outflow,Marion County-Tillamook County-OR-1617,"Tillamook County, OR"
155161,Marion County,OR,Riverside County,CA,70,3094,3094000,1617,2016,2017,outflow,Marion County-Riverside County-CA-1617,"Riverside County, CA"
155162,Marion County,OR,Josephine County,OR,72,1759,1759000,1617,2016,2017,outflow,Marion County-Josephine County-OR-1617,"Josephine County, OR"
155163,Marion County,OR,Clatsop County,OR,61,1718,1718000,1617,2016,2017,outflow,Marion County-Clatsop County-OR-1617,"Clatsop County, OR"
155164,Marion County,OR,Coos County,OR,55,1553,1553000,1617,2016,2017,outflow,Marion County-Coos County-OR-1617,"Coos County, OR"
155165,Marion County,OR,Sacramento County,CA,60,1608,1608000,1617,2016,2017,outflow,Marion County-Sacramento County-CA-1617,"Sacramento County, CA"
155166,Marion County,OR,Columbia County,OR,66,1341,1341000,1617,2016,2017,outflow,Marion County-Columbia County-OR-1617,"Columbia County, OR"
155167,Marion County,OR,Pima County,AZ,51,1327,1327000,1617,2016,2017,outflow,Marion County-Pima County-AZ-1617,"Pima County, AZ"
155168,Marion County,OR,Orange County,CA,57,1369,1369000,1617,2016,2017,outflow,Marion County-Orange County-CA-1617,"Orange County, CA"
155169,Marion County,OR,Washoe County,NV,44,1068,1068000,1617,2016,2017,outflow,Marion County-Washoe County-NV-1617,"Washoe County, NV"
155170,Marion County,OR,Jefferson County,OR,45,1560,1560000,1617,2016,2017,outflow,Marion County-Jefferson County-OR-1617,"Jefferson County, OR"
155171,Marion County,OR,Harris County,TX,57,1201,1201000,1617,2016,2017,outflow,Marion County-Harris County-TX-1617,"Harris County, TX"
155172,Marion County,OR,Santa Clara County,CA,42,1535,1535000,1617,2016,2017,outflow,Marion County-Santa Clara County-CA-1617,"Santa Clara County, CA"
155173,Marion County,OR,Benton County,WA,50,862,862000,1617,2016,2017,outflow,Marion County-Benton County-WA-1617,"Benton County, WA"
155174,Marion County,OR,Canyon County,ID,48,823,823000,1617,2016,2017,outflow,Marion County-Canyon County-ID-1617,"Canyon County, ID"
155175,Marion County,OR,Salt Lake County,UT,38,835,835000,1617,2016,2017,outflow,Marion County-Salt Lake County-UT-1617,"Salt Lake County, UT"
155176,Marion County,OR,Yakima County,WA,45,999,999000,1617,2016,2017,outflow,Marion County-Yakima County-WA-1617,"Yakima County, WA"
155177,Marion County,OR,Pinal County,AZ,47,1548,1548000,1617,2016,2017,outflow,Marion County-Pinal County-AZ-1617,"Pinal County, AZ"
155178,Marion County,OR,Honolulu County,HI,35,789,789000,1617,2016,2017,outflow,Marion County-Honolulu County-HI-1617,"Honolulu County, HI"
155179,Marion County,OR,Cowlitz County,WA,48,733,733000,1617,2016,2017,outflow,Marion County-Cowlitz County-WA-1617,"Cowlitz County, WA"
155180,Marion County,OR,Hawaii County,HI,46,1333,1333000,1617,2016,2017,outflow,Marion County-Hawaii County-HI-1617,"Hawaii County, HI"
155181,Marion County,OR,Utah County,UT,57,1282,1282000,1617,2016,2017,outflow,Marion County-Utah County-UT-1617,"Utah County, UT"
155189,Morrow County,OR,Morrow County Total Migration-US and Foreign,OR,852,16983,16983000,1617,2016,2017,outflow,Morrow County total migration-1617,"Morrow County Total Migration-US and Foreign, OR"
155194,Morrow County,OR,Umatilla County,OR,382,6768,6768000,1617,2016,2017,outflow,Morrow County-Umatilla County-OR-1617,"Umatilla County, OR"
