,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
158323,Tillamook County,OR,Marion County,OR,58,1001,1001000,1617,2016,2017,inflow,Marion County-Tillamook County-OR-1617,"Tillamook County, OR"
158324,Sonoma County,CA,Marion County,OR,57,1575,1575000,1617,2016,2017,inflow,Marion County-Sonoma County-CA-1617,"Sonoma County, CA"
158325,Cowlitz County,WA,Marion County,OR,47,1106,1106000,1617,2016,2017,inflow,Marion County-Cowlitz County-WA-1617,"Cowlitz County, WA"
158326,Salt Lake County,UT,Marion County,OR,42,1234,1234000,1617,2016,2017,inflow,Marion County-Salt Lake County-UT-1617,"Salt Lake County, UT"
158327,El Paso County,CO,Marion County,OR,63,1559,1559000,1617,2016,2017,inflow,Marion County-El Paso County-CO-1617,"El Paso County, CO"
158328,Harris County,TX,Marion County,OR,47,1429,1429000,1617,2016,2017,inflow,Marion County-Harris County-TX-1617,"Harris County, TX"
158329,Canyon County,ID,Marion County,OR,44,698,698000,1617,2016,2017,inflow,Marion County-Canyon County-ID-1617,"Canyon County, ID"
158330,San Joaquin County,CA,Marion County,OR,50,1223,1223000,1617,2016,2017,inflow,Marion County-San Joaquin County-CA-1617,"San Joaquin County, CA"
158331,Shasta County,CA,Marion County,OR,40,885,885000,1617,2016,2017,inflow,Marion County-Shasta County-CA-1617,"Shasta County, CA"
158332,Malheur County,OR,Marion County,OR,37,775,775000,1617,2016,2017,inflow,Marion County-Malheur County-OR-1617,"Malheur County, OR"
158333,Bexar County,TX,Marion County,OR,46,1177,1177000,1617,2016,2017,inflow,Marion County-Bexar County-TX-1617,"Bexar County, TX"
158334,Matanuska-Susitna Borough,AK,Marion County,OR,50,1004,1004000,1617,2016,2017,inflow,Marion County-Matanuska-Susitna Borough-AK-1617,"Matanuska-Susitna Borough, AK"
158335,Union County,OR,Marion County,OR,44,1055,1055000,1617,2016,2017,inflow,Marion County-Union County-OR-1617,"Union County, OR"
158336,Kitsap County,WA,Marion County,OR,41,1472,1472000,1617,2016,2017,inflow,Marion County-Kitsap County-WA-1617,"Kitsap County, WA"
158344,Morrow County Total Migration-US and Foreign,OR,Morrow County,OR,755,16299,16299000,1617,2016,2017,inflow,Morrow County total migration-1617,"Morrow County Total Migration-US and Foreign, OR"
158350,Umatilla County,OR,Morrow County,OR,305,5721,5721000,1617,2016,2017,inflow,Morrow County-Umatilla County-OR-1617,"Umatilla County, OR"
158351,Benton County,WA,Morrow County,OR,48,1017,1017000,1617,2016,2017,inflow,Morrow County-Benton County-WA-1617,"Benton County, WA"
158359,Multnomah County Total Migration-US and Foreign,OR,Multnomah County,OR,56267,2344866,2344866000,1617,2016,2017,inflow,Multnomah County total migration-1617,"Multnomah County Total Migration-US and Foreign, OR"
158365,Washington County,OR,Multnomah County,OR,8355,388877,388877000,1617,2016,2017,inflow,Multnomah County-Washington County-OR-1617,"Washington County, OR"
158366,Clackamas County,OR,Multnomah County,OR,7811,276742,276742000,1617,2016,2017,inflow,Multnomah County-Clackamas County-OR-1617,"Clackamas County, OR"
158367,Clark County,WA,Multnomah County,OR,3316,96453,96453000,1617,2016,2017,inflow,Multnomah County-Clark County-WA-1617,"Clark County, WA"
158368,Los Angeles County,CA,Multnomah County,OR,1693,85379,85379000,1617,2016,2017,inflow,Multnomah County-Los Angeles County-CA-1617,"Los Angeles County, CA"
158369,King County,WA,Multnomah County,OR,1468,71934,71934000,1617,2016,2017,inflow,Multnomah County-King County-WA-1617,"King County, WA"
158370,Lane County,OR,Multnomah County,OR,1101,34347,34347000,1617,2016,2017,inflow,Multnomah County-Lane County-OR-1617,"Lane County, OR"
158371,San Francisco County,CA,Multnomah County,OR,1028,87992,87992000,1617,2016,2017,inflow,Multnomah County-San Francisco County-CA-1617,"San Francisco County, CA"
158372,Marion County,OR,Multnomah County,OR,966,29973,29973000,1617,2016,2017,inflow,Multnomah County-Marion County-OR-1617,"Marion County, OR"
158373,Alameda County,CA,Multnomah County,OR,880,55988,55988000,1617,2016,2017,inflow,Multnomah County-Alameda County-CA-1617,"Alameda County, CA"
158374,Cook County,IL,Multnomah County,OR,740,42504,42504000,1617,2016,2017,inflow,Multnomah County-Cook County-IL-1617,"Cook County, IL"
158375,San Diego County,CA,Multnomah County,OR,765,31816,31816000,1617,2016,2017,inflow,Multnomah County-San Diego County-CA-1617,"San Diego County, CA"
158376,Maricopa County,AZ,Multnomah County,OR,733,30994,30994000,1617,2016,2017,inflow,Multnomah County-Maricopa County-AZ-1617,"Maricopa County, AZ"
158377,Orange County,CA,Multnomah County,OR,635,32037,32037000,1617,2016,2017,inflow,Multnomah County-Orange County-CA-1617,"Orange County, CA"
158378,Santa Clara County,CA,Multnomah County,OR,613,50885,50885000,1617,2016,2017,inflow,Multnomah County-Santa Clara County-CA-1617,"Santa Clara County, CA"
158379,Kings County,NY,Multnomah County,OR,492,32353,32353000,1617,2016,2017,inflow,Multnomah County-Kings County-NY-1617,"Kings County, NY"
158380,Benton County,OR,Multnomah County,OR,463,13932,13932000,1617,2016,2017,inflow,Multnomah County-Benton County-OR-1617,"Benton County, OR"
158381,Deschutes County,OR,Multnomah County,OR,421,14119,14119000,1617,2016,2017,inflow,Multnomah County-Deschutes County-OR-1617,"Deschutes County, OR"
158382,Clark County,NV,Multnomah County,OR,400,9619,9619000,1617,2016,2017,inflow,Multnomah County-Clark County-NV-1617,"Clark County, NV"
158383,Travis County,TX,Multnomah County,OR,337,16077,16077000,1617,2016,2017,inflow,Multnomah County-Travis County-TX-1617,"Travis County, TX"
158384,New York County,NY,Multnomah County,OR,327,30888,30888000,1617,2016,2017,inflow,Multnomah County-New York County-NY-1617,"New York County, NY"
158385,Yamhill County,OR,Multnomah County,OR,359,10692,10692000,1617,2016,2017,inflow,Multnomah County-Yamhill County-OR-1617,"Yamhill County, OR"
158386,Jackson County,OR,Multnomah County,OR,313,12024,12024000,1617,2016,2017,inflow,Multnomah County-Jackson County-OR-1617,"Jackson County, OR"
158387,Denver County,CO,Multnomah County,OR,286,13313,13313000,1617,2016,2017,inflow,Multnomah County-Denver County-CO-1617,"Denver County, CO"
158388,San Mateo County,CA,Multnomah County,OR,343,27969,27969000,1617,2016,2017,inflow,Multnomah County-San Mateo County-CA-1617,"San Mateo County, CA"
158389,Contra Costa County,CA,Multnomah County,OR,305,11459,11459000,1617,2016,2017,inflow,Multnomah County-Contra Costa County-CA-1617,"Contra Costa County, CA"
158390,Honolulu County,HI,Multnomah County,OR,287,12093,12093000,1617,2016,2017,inflow,Multnomah County-Honolulu County-HI-1617,"Honolulu County, HI"
158391,Sacramento County,CA,Multnomah County,OR,312,11387,11387000,1617,2016,2017,inflow,Multnomah County-Sacramento County-CA-1617,"Sacramento County, CA"
158392,Columbia County,OR,Multnomah County,OR,290,8997,8997000,1617,2016,2017,inflow,Multnomah County-Columbia County-OR-1617,"Columbia County, OR"
158393,Salt Lake County,UT,Multnomah County,OR,293,11461,11461000,1617,2016,2017,inflow,Multnomah County-Salt Lake County-UT-1617,"Salt Lake County, UT"
158394,Pierce County,WA,Multnomah County,OR,285,10962,10962000,1617,2016,2017,inflow,Multnomah County-Pierce County-WA-1617,"Pierce County, WA"
158395,Hennepin County,MN,Multnomah County,OR,228,10037,10037000,1617,2016,2017,inflow,Multnomah County-Hennepin County-MN-1617,"Hennepin County, MN"
158396,District of Columbia,DC,Multnomah County,OR,215,14700,14700000,1617,2016,2017,inflow,Multnomah County-District of Columbia-DC-1617,"District of Columbia, DC"
158397,Middlesex County,MA,Multnomah County,OR,222,15292,15292000,1617,2016,2017,inflow,Multnomah County-Middlesex County-MA-1617,"Middlesex County, MA"
158398,Spokane County,WA,Multnomah County,OR,213,5849,5849000,1617,2016,2017,inflow,Multnomah County-Spokane County-WA-1617,"Spokane County, WA"
158399,Harris County,TX,Multnomah County,OR,222,12253,12253000,1617,2016,2017,inflow,Multnomah County-Harris County-TX-1617,"Harris County, TX"
158400,San Bernardino County,CA,Multnomah County,OR,228,7088,7088000,1617,2016,2017,inflow,Multnomah County-San Bernardino County-CA-1617,"San Bernardino County, CA"
158401,Ada County,ID,Multnomah County,OR,201,6027,6027000,1617,2016,2017,inflow,Multnomah County-Ada County-ID-1617,"Ada County, ID"
158402,Dallas County,TX,Multnomah County,OR,200,12880,12880000,1617,2016,2017,inflow,Multnomah County-Dallas County-TX-1617,"Dallas County, TX"
158403,Anchorage Municipality,AK,Multnomah County,OR,200,7297,7297000,1617,2016,2017,inflow,Multnomah County-Anchorage Municipality-AK-1617,"Anchorage Municipality, AK"
158404,Sonoma County,CA,Multnomah County,OR,182,7179,7179000,1617,2016,2017,inflow,Multnomah County-Sonoma County-CA-1617,"Sonoma County, CA"
158405,Pima County,AZ,Multnomah County,OR,217,5558,5558000,1617,2016,2017,inflow,Multnomah County-Pima County-AZ-1617,"Pima County, AZ"
158406,Polk County,OR,Multnomah County,OR,206,6393,6393000,1617,2016,2017,inflow,Multnomah County-Polk County-OR-1617,"Polk County, OR"
158407,Riverside County,CA,Multnomah County,OR,183,4692,4692000,1617,2016,2017,inflow,Multnomah County-Riverside County-CA-1617,"Riverside County, CA"
158408,Suffolk County,MA,Multnomah County,OR,148,10323,10323000,1617,2016,2017,inflow,Multnomah County-Suffolk County-MA-1617,"Suffolk County, MA"
158409,Linn County,OR,Multnomah County,OR,158,4243,4243000,1617,2016,2017,inflow,Multnomah County-Linn County-OR-1617,"Linn County, OR"
158410,Santa Barbara County,CA,Multnomah County,OR,153,6502,6502000,1617,2016,2017,inflow,Multnomah County-Santa Barbara County-CA-1617,"Santa Barbara County, CA"
158411,Snohomish County,WA,Multnomah County,OR,169,4989,4989000,1617,2016,2017,inflow,Multnomah County-Snohomish County-WA-1617,"Snohomish County, WA"
158412,Thurston County,WA,Multnomah County,OR,155,5136,5136000,1617,2016,2017,inflow,Multnomah County-Thurston County-WA-1617,"Thurston County, WA"
158413,Cowlitz County,WA,Multnomah County,OR,178,5985,5985000,1617,2016,2017,inflow,Multnomah County-Cowlitz County-WA-1617,"Cowlitz County, WA"
158414,Ventura County,CA,Multnomah County,OR,170,6355,6355000,1617,2016,2017,inflow,Multnomah County-Ventura County-CA-1617,"Ventura County, CA"
158415,Philadelphia County,PA,Multnomah County,OR,129,6449,6449000,1617,2016,2017,inflow,Multnomah County-Philadelphia County-PA-1617,"Philadelphia County, PA"
158416,Hood River County,OR,Multnomah County,OR,148,6146,6146000,1617,2016,2017,inflow,Multnomah County-Hood River County-OR-1617,"Hood River County, OR"
158417,Marin County,CA,Multnomah County,OR,145,9063,9063000,1617,2016,2017,inflow,Multnomah County-Marin County-CA-1617,"Marin County, CA"
158418,Santa Cruz County,CA,Multnomah County,OR,131,5686,5686000,1617,2016,2017,inflow,Multnomah County-Santa Cruz County-CA-1617,"Santa Cruz County, CA"
158419,Lincoln County,OR,Multnomah County,OR,133,4354,4354000,1617,2016,2017,inflow,Multnomah County-Lincoln County-OR-1617,"Lincoln County, OR"
158420,Clatsop County,OR,Multnomah County,OR,141,4290,4290000,1617,2016,2017,inflow,Multnomah County-Clatsop County-OR-1617,"Clatsop County, OR"
158421,Boulder County,CO,Multnomah County,OR,106,3970,3970000,1617,2016,2017,inflow,Multnomah County-Boulder County-CO-1617,"Boulder County, CO"
158422,Whatcom County,WA,Multnomah County,OR,120,3703,3703000,1617,2016,2017,inflow,Multnomah County-Whatcom County-WA-1617,"Whatcom County, WA"
158423,Washoe County,NV,Multnomah County,OR,132,5782,5782000,1617,2016,2017,inflow,Multnomah County-Washoe County-NV-1617,"Washoe County, NV"
158424,Bernalillo County,NM,Multnomah County,OR,125,4592,4592000,1617,2016,2017,inflow,Multnomah County-Bernalillo County-NM-1617,"Bernalillo County, NM"
158425,Franklin County,OH,Multnomah County,OR,123,6132,6132000,1617,2016,2017,inflow,Multnomah County-Franklin County-OH-1617,"Franklin County, OH"
158426,Milwaukee County,WI,Multnomah County,OR,112,3866,3866000,1617,2016,2017,inflow,Multnomah County-Milwaukee County-WI-1617,"Milwaukee County, WI"
158427,Queens County,NY,Multnomah County,OR,105,4714,4714000,1617,2016,2017,inflow,Multnomah County-Queens County-NY-1617,"Queens County, NY"
158428,Fulton County,GA,Multnomah County,OR,108,5876,5876000,1617,2016,2017,inflow,Multnomah County-Fulton County-GA-1617,"Fulton County, GA"
158429,Dane County,WI,Multnomah County,OR,100,5780,5780000,1617,2016,2017,inflow,Multnomah County-Dane County-WI-1617,"Dane County, WI"
158430,Jefferson County,CO,Multnomah County,OR,109,4275,4275000,1617,2016,2017,inflow,Multnomah County-Jefferson County-CO-1617,"Jefferson County, CO"
158431,Miami-Dade County,FL,Multnomah County,OR,97,3301,3301000,1617,2016,2017,inflow,Multnomah County-Miami-Dade County-FL-1617,"Miami-Dade County, FL"
158432,Allegheny County,PA,Multnomah County,OR,107,4925,4925000,1617,2016,2017,inflow,Multnomah County-Allegheny County-PA-1617,"Allegheny County, PA"
158433,Orange County,FL,Multnomah County,OR,93,4302,4302000,1617,2016,2017,inflow,Multnomah County-Orange County-FL-1617,"Orange County, FL"
158434,Missoula County,MT,Multnomah County,OR,93,2358,2358000,1617,2016,2017,inflow,Multnomah County-Missoula County-MT-1617,"Missoula County, MT"
158435,Marion County,IN,Multnomah County,OR,95,4084,4084000,1617,2016,2017,inflow,Multnomah County-Marion County-IN-1617,"Marion County, IN"
158436,Douglas County,OR,Multnomah County,OR,105,3767,3767000,1617,2016,2017,inflow,Multnomah County-Douglas County-OR-1617,"Douglas County, OR"
158437,Tillamook County,OR,Multnomah County,OR,105,2745,2745000,1617,2016,2017,inflow,Multnomah County-Tillamook County-OR-1617,"Tillamook County, OR"
158438,Davidson County,TN,Multnomah County,OR,94,4329,4329000,1617,2016,2017,inflow,Multnomah County-Davidson County-TN-1617,"Davidson County, TN"
158439,Humboldt County,CA,Multnomah County,OR,81,2838,2838000,1617,2016,2017,inflow,Multnomah County-Humboldt County-CA-1617,"Humboldt County, CA"
158440,Fairfax County,VA,Multnomah County,OR,102,6943,6943000,1617,2016,2017,inflow,Multnomah County-Fairfax County-VA-1617,"Fairfax County, VA"
158441,Fresno County,CA,Multnomah County,OR,98,3495,3495000,1617,2016,2017,inflow,Multnomah County-Fresno County-CA-1617,"Fresno County, CA"
158442,San Luis Obispo County,CA,Multnomah County,OR,85,2706,2706000,1617,2016,2017,inflow,Multnomah County-San Luis Obispo County-CA-1617,"San Luis Obispo County, CA"
158443,Kitsap County,WA,Multnomah County,OR,94,3240,3240000,1617,2016,2017,inflow,Multnomah County-Kitsap County-WA-1617,"Kitsap County, WA"
158444,Arapahoe County,CO,Multnomah County,OR,97,3943,3943000,1617,2016,2017,inflow,Multnomah County-Arapahoe County-CO-1617,"Arapahoe County, CO"
158445,Cuyahoga County,OH,Multnomah County,OR,89,2599,2599000,1617,2016,2017,inflow,Multnomah County-Cuyahoga County-OH-1617,"Cuyahoga County, OH"
158446,Broward County,FL,Multnomah County,OR,83,4646,4646000,1617,2016,2017,inflow,Multnomah County-Broward County-FL-1617,"Broward County, FL"
158447,Montgomery County,MD,Multnomah County,OR,95,4893,4893000,1617,2016,2017,inflow,Multnomah County-Montgomery County-MD-1617,"Montgomery County, MD"
158448,Wake County,NC,Multnomah County,OR,99,3563,3563000,1617,2016,2017,inflow,Multnomah County-Wake County-NC-1617,"Wake County, NC"
158449,Benton County,WA,Multnomah County,OR,82,3368,3368000,1617,2016,2017,inflow,Multnomah County-Benton County-WA-1617,"Benton County, WA"
158450,Palm Beach County,FL,Multnomah County,OR,80,2873,2873000,1617,2016,2017,inflow,Multnomah County-Palm Beach County-FL-1617,"Palm Beach County, FL"
158451,Oakland County,MI,Multnomah County,OR,72,3473,3473000,1617,2016,2017,inflow,Multnomah County-Oakland County-MI-1617,"Oakland County, MI"
158452,Hillsborough County,FL,Multnomah County,OR,79,2474,2474000,1617,2016,2017,inflow,Multnomah County-Hillsborough County-FL-1617,"Hillsborough County, FL"
158453,Ramsey County,MN,Multnomah County,OR,79,2883,2883000,1617,2016,2017,inflow,Multnomah County-Ramsey County-MN-1617,"Ramsey County, MN"
158454,Baltimore city,MD,Multnomah County,OR,85,4212,4212000,1617,2016,2017,inflow,Multnomah County-Baltimore city-MD-1617,"Baltimore city, MD"
158455,Washtenaw County,MI,Multnomah County,OR,87,4278,4278000,1617,2016,2017,inflow,Multnomah County-Washtenaw County-MI-1617,"Washtenaw County, MI"
158456,St. Louis city,MO,Multnomah County,OR,69,2690,2690000,1617,2016,2017,inflow,Multnomah County-St. Louis city-MO-1617,"St. Louis city, MO"
158457,Larimer County,CO,Multnomah County,OR,76,3224,3224000,1617,2016,2017,inflow,Multnomah County-Larimer County-CO-1617,"Larimer County, CO"
158458,Josephine County,OR,Multnomah County,OR,90,1674,1674000,1617,2016,2017,inflow,Multnomah County-Josephine County-OR-1617,"Josephine County, OR"
158459,Maui County,HI,Multnomah County,OR,79,2634,2634000,1617,2016,2017,inflow,Multnomah County-Maui County-HI-1617,"Maui County, HI"
158460,Norfolk County,MA,Multnomah County,OR,74,5075,5075000,1617,2016,2017,inflow,Multnomah County-Norfolk County-MA-1617,"Norfolk County, MA"
158461,Mecklenburg County,NC,Multnomah County,OR,68,3226,3226000,1617,2016,2017,inflow,Multnomah County-Mecklenburg County-NC-1617,"Mecklenburg County, NC"
158462,Wasco County,OR,Multnomah County,OR,84,2093,2093000,1617,2016,2017,inflow,Multnomah County-Wasco County-OR-1617,"Wasco County, OR"
158463,Arlington County,VA,Multnomah County,OR,73,5175,5175000,1617,2016,2017,inflow,Multnomah County-Arlington County-VA-1617,"Arlington County, VA"
158464,Monterey County,CA,Multnomah County,OR,70,3670,3670000,1617,2016,2017,inflow,Multnomah County-Monterey County-CA-1617,"Monterey County, CA"
158465,Yakima County,WA,Multnomah County,OR,85,1979,1979000,1617,2016,2017,inflow,Multnomah County-Yakima County-WA-1617,"Yakima County, WA"
158466,Kern County,CA,Multnomah County,OR,82,2174,2174000,1617,2016,2017,inflow,Multnomah County-Kern County-CA-1617,"Kern County, CA"
158467,DeKalb County,GA,Multnomah County,OR,76,3014,3014000,1617,2016,2017,inflow,Multnomah County-DeKalb County-GA-1617,"DeKalb County, GA"
158468,St. Louis County,MO,Multnomah County,OR,74,2206,2206000,1617,2016,2017,inflow,Multnomah County-St. Louis County-MO-1617,"St. Louis County, MO"
158469,Gallatin County,MT,Multnomah County,OR,59,1614,1614000,1617,2016,2017,inflow,Multnomah County-Gallatin County-MT-1617,"Gallatin County, MT"
